Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE A  - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE A END_A - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE A END_B - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE B  - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE B END_A - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE B END_B - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE C  - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE C END_A - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE C END_B - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE A  - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE A END_A - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE A END_B - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE B  - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE B END_A - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE B END_B - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE C  - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE C END_A - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE C END_B - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2012/06/01 01:00:00,5.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23082275008430458,-0.36705683407204265,-0.43596591858266776,0.016653381603577055,-0.18965680995243478,-0.2615703472983502,-0.243490234745166,-0.38072062012026775,-0.4500273978250554,6.105464835001698,7.80458329423719,8.964442583175028,5.0057410471492005,5.745769526282331,6.420492564744208,6.230439503536857,8.018431341349071,9.22612771728673,5.244,5.244,0.0,5.826666666666666,0.0,5.244,5.826666666666666
2012/06/01 02:00:00,5.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19482848442271913,-0.3127714193064068,-0.3770358195134256,0.010568422933025403,-0.16217049257691424,-0.23244496291571048,-0.20855995837312316,-0.32435159186283863,-0.38887206814525,5.787063476430632,7.033451454788391,7.959977294395628,5.0023120828073075,5.545041628740435,6.121093217681391,5.902130989279044,7.187452199366518,8.14980194131644,5.244,5.244,0.0,5.826666666666666,0.0,5.244,5.826666666666666
2012/06/01 03:00:00,5.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19206876305396808,-0.30853205827018304,-0.37127256825973826,0.002846737436546667,-0.1645871118894055,-0.23341205846644641,-0.20548301896796656,-0.3209708562750692,-0.38410474939932326,5.764889010496859,6.9784938641753484,7.869713209706575,5.0001677551335035,5.561426066189981,6.130462738934298,5.875661011924237,7.141905640353315,8.072626247744495,5.244,5.244,0.0,5.826666666666666,0.0,5.244,5.826666666666666
2012/06/01 04:00:00,5.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.209199038126944,-0.3278952859152261,-0.3877395487876873,-0.00903807775216997,-0.18362124263756527,-0.24989345142285505,-0.2214406321653896,-0.33966021180133843,-0.39990136244558844,5.907678495810785,7.235714407030287,8.13138023878372,5.00169096483269,5.698990775150804,6.29617649999723,6.017242593161811,7.3997641548380955,8.332072601774186,5.244,5.244,0.0,5.826666666666666,0.0,5.244,5.826666666666666
2012/06/01 05:00:00,5.5440000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23160550674889838,-0.35670160519171557,-0.4135630485726535,-0.022797816392563817,-0.20783353326928922,-0.270461037718631,-0.24288813679255836,-0.3677285686905435,-0.4249965944282578,6.1129921213118905,7.647817241578366,8.565062689261111,5.010759137972997,5.895846044292824,6.518993703369716,6.224346826633848,7.814910349262931,8.766200171423279,5.5440000000000005,5.5440000000000005,0.0,6.159999999999999,0.0,5.5440000000000005,6.159999999999999
2012/06/01 06:00:00,3.8518653809763173,0.0,0.2875978646408204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24221703091749935,-0.3731150321349146,-0.42737697982026457,-0.031394769671667766,-0.2225219275904423,-0.2816607035450064,-0.2531952894750282,-0.3839360997616855,-0.43855843887187396,6.217573798388216,7.898415835389059,8.80878074988631,5.020403969153065,6.0272221140270545,6.647816733291677,6.330747418546352,8.069913842340299,9.01205062280033,3.8518653809763173,3.8518653809763173,0.0,4.279850423307019,0.0,3.8518653809763173,4.279850423307019
2012/06/01 07:00:00,7.454639902634901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.182060743510699,-0.2951081478394768,-0.35036948240220833,-0.010097634852280733,-0.16942588471272488,-0.22899301097127642,-0.19369851700774718,-0.3065566471814154,-0.3616794747518404,5.687143637042041,6.809486415783766,7.554205522289337,5.002110678802353,5.5949643495619625,6.087969628701444,5.777945659586322,6.953145125600869,7.722606327835649,7.454639902634901,7.454639902634901,0.0,8.28293322514989,0.0,7.454639902634901,8.28293322514989
2012/06/01 08:00:00,12.433442489769593,0.0,2.606864844537544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11649168710411649,-0.21022993226121967,-0.27275510173848416,0.021935932329815437,-0.09554631512257747,-0.16149205383585188,-0.14342070427587217,-0.2270441021460202,-0.29208685063346246,5.281082211224529,5.916663163577894,6.5449503386053465,5.009960988004536,5.189054005848746,5.5404856475954745,5.426187789207219,6.0694894080984625,6.772498303192947,12.433442489769593,12.433442489769593,0.0,13.814936099743992,0.0,12.433442489769593,13.814936099743992
2012/06/01 09:00:00,12.342194888648201,0.0,3.9699471306756147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04075481406140421,-0.06517536088297285,-0.12728455451455517,0.19784424831409625,0.052950058839217815,-0.007376577961738875,0.015374819925906011,-0.08402244601971093,-0.1465405083127432,5.034385159581049,5.087948897472316,5.335618071510069,5.811659297694334,5.058045471669345,5.0011263977407765,5.004893341470208,5.146186965110232,5.4449486570550505,12.342194888648201,12.342194888648201,0.0,13.71354987627578,0.0,12.342194888648201,13.71354987627578
2012/06/01 10:00:00,12.327598045024288,0.0,2.1563558420937383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12184303313918164,0.019983916193504966,-0.04081972057357427,0.26185589595202713,0.13594158470997464,0.07561989136160523,0.09605481281028849,0.0018263935659583134,-0.06028814184730052,5.307517164865288,5.008267035934551,5.034494779262545,6.423604466460262,5.382861883143349,5.118403388760967,5.1910724794676355,5.0000690509467915,5.075251541255625,12.327598045024288,12.327598045024288,0.0,13.697331161138099,0.0,12.327598045024288,13.697331161138099
